gene_a	gene_b	label
19741	36349	0
49303	14508	1
5390	28472	0
26102	9848	1
25410	44930	1
27930	51560	0
30230	26368	1
44114	19939	0
840	27322	0
7398	38126	1
33685	15235	0
753	30825	1
11717	12175	0
33626	13579	0
47757	2831	1
716	5681	1
34023	46600	1
44627	32759	1
37755	50990	0
38580	24504	0
36977	28478	1
26411	2076	0
44908	16844	1
34023	14900	1
50050	4113	1
2721	42822	1
45535	41521	1
30348	50042	0
52477	47686	1
31166	14014	1
40366	49028	0
41768	41990	0
23742	5247	1
30516	29613	0
34023	33550	1
22447	10028	0
3775	48610	0
33916	9951	0
4631	5949	0
14256	38919	1
38599	28478	1
48375	32460	0
6648	19237	0
17378	21880	0
34219	51345	1
43914	13062	1
26198	50318	1
48623	31201	0
53700	24606	0
27557	21782	0
1674	43144	0
14317	3355	1
51047	51345	1
23441	34023	1
9848	12175	1
20764	45511	0
8181	12449	0
4073	19737	1
51890	8397	0
1966	47124	1
46987	18835	0
14888	32400	1
5829	16485	1
11597	43517	0
3142	44098	1
10375	38267	0
5719	52003	1
3465	37469	0
48289	9628	0
53219	4165	0
45525	13456	1
39242	34724	0
20373	52139	1
24458	32290	0
19891	31503	1
26967	9762	0
50868	18978	1
39643	48087	0
13113	50444	0
11228	8480	0
38681	18256	1
22963	36402	0
28204	34538	0
18554	26094	0
29607	10375	0
16654	6685	1
1156	41993	1
33722	49068	1
45958	18966	1
30210	19034	1
33401	51717	1
53309	38423	0
8092	37755	0
19381	12101	0
52962	42908	1
37005	3431	0
42681	7683	1
25450	50122	1
3326	3050	0
34023	14495	1
25691	18375	0
18648	12058	0
33209	13530	0
27815	33896	0
28478	29270	1
1444	15740	1
15572	23243	1
5901	41494	0
34043	38315	0
20688	33349	0
19034	48540	1
29485	16502	1
29376	40853	0
46784	4482	0
23875	26483	0
39587	27251	0
19885	18835	1
53414	21905	1
21846	51357	0
44430	16654	1
23238	49693	0
11501	18263	0
24684	41602	0
5627	26644	0
47145	14249	0
38126	31642	1
47409	8819	0
38218	47440	1
51172	5015	1
29806	15824	1
11003	27665	1
50990	32342	0
6030	6696	0
11262	48312	1
16844	30970	1
32125	52079	1
5235	4686	1
15242	20430	1
32623	15360	0
40401	18810	1
5719	8763	1
26743	45191	1
916	19418	0
7917	27708	0
10628	32840	0
48248	14979	0
31000	41640	1
21979	10698	0
5832	53309	1
26692	16104	1
1444	12161	1
20831	31356	1
43400	11818	1
32559	1453	0
7085	40772	0
26487	51576	0
34101	5832	1
5509	12508	1
48584	16405	0
37129	35985	1
28102	25258	1
5749	11730	1
32551	16332	0
49056	15079	0
44930	21905	1
47127	9435	0
25662	8243	1
610	16654	1
10723	53204	1
21523	13353	0
1391	17687	1
12260	7893	0
8209	24716	0
31529	16654	1
48223	153	0
49663	19034	1
45080	19964	0
26187	39562	1
50900	986	0
1394	52669	0
45629	45525	1
8231	25717	0
38888	18308	0
28089	1547	0
7453	15572	1
44278	4081	0
34023	14221	1
5178	16844	1
11825	8453	1
42131	43358	0
10984	45252	1
43449	7262	0
2501	10586	0
22645	15572	0
5247	3368	1
9848	2497	1
51382	45495	1
9875	37820	0
11505	20736	0
50732	35744	0
19786	42985	1
18835	2684	1
22700	39043	1
18810	51411	1
52000	9439	1
34823	1104	0
9435	50123	0
15054	46070	0
24716	8209	0
12238	40340	1
9804	36713	0
24606	1156	1
31474	6770	0
34852	10021	0
11012	13315	1
46424	24665	0
37198	34173	0
41196	31356	1
1885	5991	1
10439	16448	1
48040	17576	0
38692	790	1
14375	49106	1
15764	16746	0
28412	17801	0
16903	47174	1
1235	31045	0
5719	851	1
10799	3071	0
32200	5832	0
47749	48303	1
16654	23783	1
52205	10720	0
16844	26552	1
12508	16626	0
44970	29352	1
4834	16245	0
34023	37944	1
4585	48040	0
48375	9758	1
1320	44001	0
7599	29702	1
13747	38126	1
48499	39400	0
14097	34023	1
23742	38823	1
16288	5655	0
41751	30096	0
2897	53918	0
48307	19016	0
6938	1145	1
44373	43136	1
1320	28	0
20292	3357	0
40962	3498	0
34379	25018	0
13090	50760	1
41602	48249	0
26635	39036	0
9040	44725	0
29485	10751	1
50704	28562	1
37587	7061	0
13705	42227	1
34023	37306	1
50719	33477	1
33488	30825	1
15785	43265	0
41749	18835	1
41476	10955	0
34436	28569	0
31736	25523	1
16844	44028	1
52385	18786	0
7561	31747	0
52205	22268	0
27251	6863	1
27762	24531	0
47894	18714	0
16739	21108	0
20488	7750	0
29796	49051	0
48157	19034	1
16844	4573	1
4113	44462	1
26272	38126	1
34023	26692	1
2055	15511	0
37394	39043	1
18541	41375	0
39145	23596	0
6548	9474	0
36689	5178	0
20407	463	1
28712	44383	0
43448	502	0
48442	21775	1
32613	50198	0
2572	51502	1
5627	16102	0
30827	24177	0
21030	12109	0
48306	34023	1
42681	13062	1
20169	39852	1
6998	51839	1
652	53053	0
24469	26441	0
45929	8181	1
29203	53053	0
36852	37827	0
22232	25614	1
34044	10551	0
14957	20943	0
36300	22218	0
44520	44641	1
49685	21637	1
35915	25228	0
39241	43751	1
33133	12412	0
18777	23117	0
18369	38677	1
34023	31985	1
14231	10877	0
9960	17365	1
22645	4551	1
1522	52728	1
24831	24020	0
15962	8235	0
31492	11405	0
27119	9848	1
41103	43637	1
35437	12686	0
2458	28125	0
51842	25728	0
36916	53953	1
15978	25995	0
1204	27703	0
42690	41729	0
14984	30531	0
16603	23129	0
35513	3431	0
28329	3942	0
18648	39963	0
26539	37002	1
14945	42869	0
24714	7733	1
2229	35085	0
38155	4113	1
8654	7245	0
5216	23211	0
3566	10511	0
31356	341	1
559	34023	1
28915	52924	0
11854	26817	1
20234	33806	0
9387	53665	0
22843	8033	0
45409	40099	0
19034	23072	1
42166	40340	1
43448	37862	0
9485	13921	1
49170	5108	0
3745	19034	1
10675	18810	1
50900	47541	1
14473	16844	1
19034	505	1
3355	17019	1
11786	16301	1
20453	50581	0
47610	13672	1
23039	30825	1
47574	15572	1
13727	25354	0
48899	42448	0
10063	34320	1
11003	26456	0
41071	38966	0
32040	39411	1
50152	13533	0
18110	7457	0
31094	2196	0
23742	24480	1
32241	35143	0
22410	31256	1
52030	14181	0
46600	27853	0
17647	34023	1
32694	32349	0
9317	18835	1
19617	11290	1
25662	45958	1
21415	28478	1
16844	42265	1
12502	51966	0
790	10751	1
52026	27608	1
6861	34023	1
52477	18436	1
26928	25450	1
26093	8090	1
29949	32317	1
39043	25309	1
39590	3077	0
36940	18880	0
17523	37394	1
6818	45802	0
34023	21925	1
1113	10002	0
39043	2897	1
370	39043	1
27078	7399	1
49874	48623	1
20399	35943	0
51495	1852	0
20670	27627	0
38382	13405	0
38126	7941	1
51750	28478	1
18217	37305	0
25883	47927	0
30769	19367	0
23149	16210	1
15433	28338	1
16815	27789	0
25975	41420	0
36793	52919	1
43751	26743	1
50482	53090	1
23744	39043	1
32840	53879	0
47928	53203	0
38126	52814	1
13090	13981	0
17637	51488	1
17365	53918	1
6383	40366	0
29550	27428	0
9809	38606	1
29546	38692	1
11328	10751	1
10583	14550	1
34295	4463	1
28366	33565	0
52885	16844	1
35113	16432	0
34436	10662	1
34315	37481	1
22438	10723	1
33794	6981	0
45833	24574	0
44033	35068	0
30825	13815	1
2831	36392	1
37727	42960	0
40632	28702	0
11149	38126	1
22218	46545	0
30931	22365	0
17222	6654	0
36540	6547	0
40860	23165	0
13088	41329	1
34320	17527	1
1830	17850	0
23409	7962	0
9183	39655	0
49794	20693	1
49914	28269	0
51955	39043	1
48408	44930	1
12330	28338	0
9851	31383	0
37562	9674	1
22225	7453	0
16844	13282	1
28951	35896	1
51742	21426	1
53741	34023	1
43679	853	0
886	33439	0
9317	46070	0
48778	14234	0
34614	36666	0
13887	28478	1
7593	38003	0
39990	20374	0
5168	927	0
42053	14448	0
5015	26451	0
51377	4113	1
7133	2411	0
22053	79	0
51774	27869	0
43236	39043	1
26743	44930	1
35470	50394	1
18835	33952	1
17074	34009	0
28478	2055	1
16369	33639	0
24469	38919	1
11089	44437	0
6366	8421	0
18295	34023	1
16613	4961	1
47308	17076	0
28252	31028	0
48566	33595	1
46953	44481	0
8588	24930	0
29317	39078	0
6154	19396	1
52814	21229	0
34351	45847	1
8053	40787	1
13475	46513	0
22447	48995	1
36495	23653	0
4025	31281	0
46682	53017	1
29943	47820	0
36486	41448	0
38126	10251	1
38802	37005	0
30260	10376	0
17687	41829	0
19026	14923	0
39043	40973	1
24354	52438	0
24461	7365	0
36904	16654	1
24480	36707	1
16119	41262	0
31240	53414	0
46877	49910	0
52415	39278	1
21426	47055	0
13062	52003	1
9738	20822	0
44098	25420	1
20627	46854	0
7206	3888	0
29716	33699	0
35928	6363	0
3731	215	0
1219	29485	0
5615	49577	0
10316	8090	1
31810	33832	1
40387	40913	0
31157	23443	0
46039	13062	1
17087	8792	0
20173	6548	0
8250	23335	0
49751	21255	0
4113	7745	1
6530	19882	0
255	38090	1
24635	48720	0
10511	51201	1
85	8535	0
18651	9758	1
40653	87	0
14984	38126	1
53717	50383	0
28183	46574	0
21570	12572	1
25175	39512	0
38126	7494	1
13733	29742	0
21979	5672	1
27911	21611	0
30462	33715	0
21621	34318	0
45523	30513	0
21782	49289	0
49351	24022	0
38126	18434	1
52962	3637	1
43889	18364	0
34315	47503	1
26456	28376	1
24126	49685	0
17105	35738	0
33477	19396	1
20168	11786	1
9485	48317	0
4797	21775	1
34318	34351	0
41370	51210	1
10314	6548	0
19526	28177	1
39020	7116	0
38343	27685	0
14529	34023	1
41386	36819	0
25161	28478	1
43113	13062	1
53982	50391	0
16613	49201	1
32385	42875	0
36443	11251	1
716	23742	1
22430	13217	0
13705	26456	1
21929	17431	0
4384	19396	1
45022	23711	0
42309	33228	0
35844	51832	1
21303	21561	0
23366	40985	0
50049	46039	0
31754	25039	0
52901	47459	0
21461	51328	1
50847	40620	0
34023	40599	1
42229	20854	0
42786	5832	0
3471	25183	0
52580	9758	1
11501	7823	0
35701	11593	0
38126	15124	1
2267	21981	0
4300	45995	1
25662	52711	0
34250	20742	0
45525	2123	1
21641	53303	1
42217	38126	1
31080	9529	0
10888	29270	0
38126	35620	1
48948	51594	1
38725	24779	0
38126	3075	0
53066	39799	1
10728	11899	0
34601	34023	1
51281	45962	0
13068	16119	1
21807	49853	0
9918	52469	1
44965	38126	1
33842	29586	0
42049	5836	0
50247	6863	0
19548	50897	1
49891	35189	0
21280	40839	0
1444	11778	1
30363	36779	1
21640	29627	0
18559	5979	1
35985	716	1
24678	51996	0
4770	32111	0
26743	31356	1
17896	34516	0
5160	4789	0
11128	11754	0
21676	49977	0
26282	19786	1
23594	36916	1
52527	26240	0
31642	28801	0
52537	34486	0
42643	52805	1
10313	20314	0
2926	5509	1
53120	37868	1
41296	29132	1
34023	52809	1
10675	44930	1
4073	38919	1
48762	44032	0
42470	52379	0
5509	26644	1
52516	16041	1
32429	38582	0
11778	28102	1
33936	28254	1
46319	23401	0
6627	11570	1
40084	9966	0
26920	51999	0
31669	8027	0
8984	51738	1
20105	4789	0
38861	5565	1
43022	41720	0
7158	15740	1
7733	50820	1
36119	53953	1
28478	24649	1
48307	6155	0
13780	20854	0
24434	8243	1
24714	33681	0
20257	28478	1
41566	18835	1
45411	18341	1
42872	14572	0
1298	50318	0
6914	16389	1
36110	40302	0
41552	5128	0
24993	34023	1
2184	16844	1
19526	45389	1
26035	2722	0
37084	10553	1
53953	13672	1
5755	24020	0
28478	14221	1
40977	18299	0
12650	15964	0
43665	8648	0
36018	34486	0
32933	16759	1
34023	37201	1
31356	52003	1
51883	27144	1
22131	22528	1
43929	35790	1
23483	18966	0
33666	38489	0
45834	25994	1
15740	36916	1
49668	3232	0
39457	30875	0
10220	35314	1
10251	34023	1
6063	4010	1
50327	46711	0
31341	843	1
45124	26376	0
21604	28478	1
37598	8364	0
7539	34023	1
25716	31184	0
23334	47763	0
40726	31637	0
17187	27428	1
19543	18666	0
2903	15702	0
136	24231	0
703	13062	1
30180	9960	0
36707	37427	1
26755	11003	0
30462	19617	1
31356	14572	1
36435	16241	0
11859	38963	1
28478	35917	1
255	40114	0
47983	19362	1
9185	50805	1
41448	41993	1
48393	13088	1
8733	6414	0
42838	30825	1
30834	42504	0
10326	4510	0
44094	20901	0
26093	46070	1
26177	22062	0
10164	20238	1
16844	40362	1
3731	40036	0
31166	27445	1
42814	22611	0
29136	25450	1
25726	4585	1
33071	28506	0
24922	33430	1
51580	16654	1
116	32265	1
46577	46538	1
10768	36916	1
4113	51995	1
43304	8364	0
9714	41533	0
3773	32628	0
53505	18708	0
41827	62	0
47574	40006	1
41521	38365	1
52826	36167	0
36589	53924	1
34113	30924	0
34905	37312	0
41476	27767	0
28478	50218	1
30389	37190	0
23742	20488	1
2396	43885	0
28329	42460	0
44481	1444	1
11058	32013	0
36028	52952	0
2804	49662	0
30462	5509	1
31201	32168	0
3967	44837	0
43799	6358	1
37761	40094	0
10869	41993	1
32854	1547	0
51585	6366	0
28478	44268	1
8090	38610	1
42851	44847	0
14026	44764	0
25537	41839	0
22847	882	0
3322	6478	0
12432	36988	1
30482	19034	1
29856	35985	1
31990	48540	1
20326	207	0
19410	116	0
43060	29829	1
24471	18835	1
35039	38126	1
49955	28838	0
28614	730	0
27144	7539	0
51594	39707	1
42349	44479	0
33401	5015	1
35745	23498	0
18835	24471	1
39043	5832	1
47943	13456	1
25617	37198	1
53842	4778	0
9512	44001	1
16844	35462	1
35002	5172	1
33154	996	0
15260	9414	0
15313	19410	0
24684	34692	0
17233	13411	0
6900	38247	0
35173	24850	0
9474	39043	1
25037	20947	1
25930	28478	1
53442	31341	1
5245	23552	0
26623	42114	1
46577	34351	1
17607	16844	1
50933	41516	0
35007	46972	0
51405	48225	0
45921	31157	1
37201	1571	1
22596	47716	0
29796	20355	0
51594	49830	1
17992	15894	0
23708	42370	0
41121	36443	0
2358	30365	0
23938	6608	0
45232	48720	0
30825	27922	1
52385	16844	1
30825	9900	1
51610	33228	1
8122	33076	1
10511	16098	0
24402	15556	0
23868	40832	0
21775	4797	1
42814	32455	0
23718	29016	0
46049	705	0
23414	9503	1
34205	42690	1
13650	3227	1
29221	48483	0
42578	40578	0
51435	3493	0
37758	31990	1
16169	49526	0
40528	45644	1
35355	34023	1
37024	43776	0
16183	41993	1
2396	34023	1
34236	44865	0
34023	50318	1
17546	26743	0
7123	9698	0
25662	5719	0
51401	29314	0
29314	6248	1
21679	13432	0
17365	34724	1
41494	16844	1
36842	11209	0
32013	19841	0
49830	45377	1
32266	22103	0
45958	1815	1
42957	48303	1
8950	16735	0
35269	28478	1
12465	27556	1
24971	40014	1
38126	37032	1
11116	7494	1
17867	17840	0
6092	7637	0
53439	22540	0
29610	10586	1
51580	18015	0
28083	23742	1
3972	28816	0
24922	29796	1
20976	27851	0
16083	43505	0
26324	38126	1
49707	16396	0
5316	34023	1
47664	51594	0
41430	13738	0
52026	23742	1
48508	22169	0
625	41370	1
41362	38155	0
50823	12713	1
44009	38889	0
437	4007	0
4875	4077	0
39078	6186	0
28478	35470	1
28478	25282	1
32524	18696	0
28478	10028	1
30686	17766	0
41438	10651	0
48470	29315	1
24654	18393	0
4961	18967	1
28303	47931	0
16241	7024	1
41827	27687	0
19786	46382	1
10751	20726	1
23742	24450	1
51390	14410	0
3468	44409	0
41640	6998	1
28254	35793	1
44966	8940	0
19624	39353	0
39043	40077	1
18580	19077	0
12572	2866	1
7120	49952	0
33049	40160	0
53507	134	1
11239	20238	0
23048	27463	0
28478	18436	1
34948	49629	0
37398	46763	0
25436	45492	0
34023	15541	1
30462	47720	0
27577	20998	1
20693	11361	1
25450	19152	1
44302	10723	1
37441	26093	1
36486	38126	1
51256	10622	1
7862	16844	1
19034	19487	1
40114	12635	0
24669	43512	0
44689	49176	0
13586	45343	0
16926	15451	0
6063	23742	1
38126	13468	1
38126	16486	1
40645	30894	0
9389	53953	1
33449	34023	1
10753	14756	0
10103	11770	1
37787	37326	1
25585	9509	0
28478	26324	1
48408	46659	0
35985	26093	1
15623	37667	0
32339	12238	1
50719	5509	1
41825	7375	0
21259	710	1
51557	1885	1
26411	1040	1
39043	16603	1
19274	19551	0
5608	15505	1
42067	20759	0
44479	11639	0
31683	28555	1
18243	7158	0
35985	28241	1
39876	4061	0
49732	13509	0
95	17467	0
22909	28478	1
6453	53215	1
4051	3365	0
12061	38748	1
45489	11209	0
49201	30333	1
45698	28102	1
39205	5427	0
37469	48312	0
8213	32386	0
10164	22860	1
15204	42908	1
15428	16844	1
4010	42681	1
16654	27357	1
27071	30830	1
16844	46908	1
5144	39540	0
16844	12513	1
4113	23149	1
21030	31537	0
46368	17772	1
24498	16815	1
4020	36331	1
46813	10164	1
9809	9698	1
27073	46419	1
42244	34320	0
52501	8317	0
30021	5902	0
48045	6690	0
41855	53953	1
5681	6938	0
15001	19034	1
2572	11284	0
49874	48303	0
6181	47469	1
18043	935	0
44954	37938	0
44422	7097	0
32110	37816	0
32296	23053	1
13514	37299	1
29492	4961	1
34023	48353	1
35208	32944	1
27445	14014	1
23742	53870	1
28478	10553	1
28045	36096	0
50868	50879	1
46975	5888	0
47443	28478	1
17467	14781	0
27558	16844	1
17546	41459	0
22574	25978	1
21185	29683	0
27891	24665	0
22515	22301	0
28254	22062	1
16561	6547	0
9125	50195	0
31731	48072	0
46058	46227	0
32233	3042	0
27210	35656	1
17523	30399	0
44781	34023	1
15455	36916	1
2383	22454	0
29090	47099	0
34023	18331	1
47535	4113	1
13489	29033	0
22506	34023	1
34023	4777	1
4768	48180	1
11302	16844	1
53973	53451	0
32070	51004	0
39184	53590	0
17043	12597	1
49830	383	1
6562	46801	0
39155	29644	1
18660	17326	0
28376	50076	0
19786	27665	1
34526	41628	0
14217	39704	0
9369	43622	0
41262	50987	1
7453	4778	1
44771	6826	0
36443	34023	1
36443	4961	1
25436	16327	0
19264	15266	0
20101	7064	0
2229	37876	0
33430	48810	1
26723	7614	1
18638	20682	0
9848	45073	1
9381	33806	0
50640	15572	0
47983	11566	0
32795	20139	0
34724	50154	1
34987	51731	1
14761	32670	0
12379	1156	1
21775	13416	1
27020	47469	1
8302	19034	1
34023	18070	1
34023	26000	1
11769	39999	0
53152	6407	0
2338	37378	0
15252	2626	1
7402	43283	0
27819	25540	0
31861	9711	0
28308	6846	1
26416	52003	1
37441	10662	1
13931	16654	1
28478	35799	1
51377	33477	1
35693	30497	0
50955	11717	0
18960	3602	0
11301	41720	1
24371	16844	1
18978	26411	1
1040	18468	0
47911	1524	0
33228	13800	1
38126	2483	1
25523	16459	0
49686	44783	0
9501	40964	0
3226	32400	1
50885	28176	0
15964	8243	1
4050	28587	0
12085	42349	0
38852	31126	0
18810	1388	1
41296	4821	0
38276	30447	0
32670	22145	0
34756	32593	0
19034	18632	1
34023	38802	1
29166	24951	0
30561	48839	0
5312	46985	1
47082	9848	1
38126	50913	1
14628	646	0
16654	13931	1
34023	31717	1
34330	28053	0
27687	5901	0
46318	23621	0
33575	27700	0
33556	3531	1
45744	32482	0
50559	24279	1
30286	16192	0
20759	32586	0
50866	27264	1
14984	20764	0
53284	2562	0
50482	31290	1
30127	25647	0
2560	51761	0
34987	26743	1
33733	50541	0
44771	34023	1
27503	36662	0
47991	30184	1
36229	37715	0
43410	52565	1
17074	34315	1
24634	11570	1
44301	31594	0
49584	5509	1
41818	20693	1
52885	24776	1
28478	17633	1
38588	17354	0
13887	48778	0
35565	3252	0
34724	5509	1
48312	3290	1
39043	27412	1
9473	45525	0
40455	16844	1
50261	40149	0
52327	36819	0
42872	15140	0
37767	28478	1
3176	1912	0
6922	39603	0
13363	18041	0
33301	28478	1
31290	22062	1
40540	51828	1
36485	26094	0
13061	16844	1
5367	39482	0
53392	48935	0
13834	23401	1
33071	3548	0
4915	19723	0
11570	14787	1
20399	9458	0
49780	37027	0
37673	4454	0
41098	50310	0
2574	22097	0
49811	34023	1
28412	7273	0
49001	15320	0
18162	28300	0
5331	35744	0
44033	10727	0
28478	28600	1
50868	28574	0
10766	51890	0
36392	12240	0
9636	4189	1
38290	48311	0
42813	53373	0
897	24695	0
34023	16903	1
21187	7617	1
36988	33595	1
4736	19751	0
20377	36460	0
41566	33477	1
48194	43364	0
9770	14761	0
32312	21641	0
873	15464	0
33228	25614	1
11770	28662	1
16919	26715	0
44970	26093	1
33870	16654	1
3343	52716	0
35710	40430	1
19034	15528	1
35487	33049	0
38748	20214	0
49469	38126	1
37044	31915	0
21981	22163	0
35173	9164	0
18689	10723	0
52564	50850	0
28478	5315	1
15141	38126	1
5579	15176	0
21613	33595	1
45942	18835	1
21903	1288	0
34864	35917	0
16654	42303	1
40109	38599	0
40471	31956	0
14666	34023	1
11328	15548	1
6804	31869	1
34792	8160	1
10662	44430	1
18043	27832	0
2049	41103	1
52477	10553	1
13463	14210	0
673	26324	0
22214	25726	1
51605	45526	1
23443	44763	1
37002	37621	0
47927	23679	0
35686	17550	0
34990	2483	1
51858	33952	0
48377	36101	0
38901	40219	1
27505	1830	0
36402	36247	1
28478	48846	1
35607	28396	0
28838	41499	0
44930	1118	1
3315	32634	0
42578	34023	1
47443	36400	0
52501	5832	1
34023	38184	1
50885	37002	1
18468	51640	1
31499	19979	1
24368	38099	1
5380	24824	0
9349	29806	1
46349	37069	0
6988	37979	0
50042	44847	1
52477	27930	0
8431	9851	0
8345	4300	0
48980	48303	1
34102	23129	1
10219	4113	1
16301	17257	0
4223	45262	0
21402	51519	0
53880	9809	1
48315	34023	1
52962	46383	0
10553	10473	0
42957	25867	1
51328	40977	1
31511	11419	0
42370	47514	0
43749	50060	0
37411	53251	0
16320	28725	1
1043	5482	0
32317	8204	0
16654	52982	1
18824	10337	0
16287	17365	1
3231	11609	0
22368	1288	0
12242	47129	1
315	45647	1
45872	28478	1
10473	32290	0
38571	16371	0
2497	17365	1
13218	11786	1
32312	48303	0
39162	34023	1
21775	383	1
13647	45573	0
1029	39375	1
12961	11786	1
16654	48948	1
13395	48234	0
20645	23139	0
21276	37494	0
39411	18299	1
17850	33337	0
25884	35470	1
7206	25994	0
437	25867	0
33804	4295	0
35632	28587	0
40546	34780	1
53918	38919	1
53104	12597	1
31094	257	0
38343	21124	0
4323	31985	0
29655	50923	1
13449	886	0
25037	21025	1
28063	18912	0
32704	16844	1
39921	35355	0
32559	25037	1
27777	38126	1
11786	41237	1
5776	19034	1
34023	43794	1
17761	6166	1
49904	30740	0
27291	34023	1
3994	10723	1
19485	30462	1
22549	36248	1
17452	12961	0
25470	5187	0
8412	17003	0
7535	18303	0
46070	31356	1
14019	29473	0
39613	32110	0
33595	16901	1
35985	45386	1
9848	9960	1
24635	34612	0
35549	8243	1
18292	39788	0
29555	3128	1
10751	790	1
13061	40006	1
6063	2645	1
28814	10843	0
4103	53025	0
40340	716	1
50318	28102	1
22748	49639	1
18741	30093	0
2149	25037	1
16104	34023	1
28366	32486	1
4010	52439	0
46410	33794	0
4189	31738	1
31591	35356	0
8372	25713	1
53017	24469	1
44930	29136	1
5796	10723	1
10723	33538	1
38126	24891	1
33806	44834	0
40931	13815	0
625	11398	1
32468	20224	1
33166	12813	0
17365	12961	1
27251	31594	0
53053	34023	1
27144	23100	0
1013	35316	0
43034	27959	0
790	28478	1
9512	27038	1
39043	17641	1
35712	32816	0
7175	15488	0
13743	22410	0
26198	9755	1
44543	3176	0
44961	38126	1
20214	14142	0
44332	34023	1
2930	37276	0
53090	9758	1
28478	41121	1
23934	49801	1
17711	13256	0
50496	36758	1
14649	9749	0
550	51320	0
13245	39697	1
51839	38818	1
43070	13245	0
37060	11778	0
35710	47309	0
27073	18783	0
8874	41070	0
5108	45088	0
23829	31558	0
16654	38411	1
10063	51143	0
38126	4874	1
15869	6271	0
1324	36382	0
18329	25354	0
19349	3731	0
27020	24990	1
1444	11540	1
14761	42822	0
12493	44759	0
47157	26495	1
29221	18933	0
12961	27351	1
35112	44214	0
11332	11786	1
33591	11917	0
53365	45489	0
10202	7131	1
52277	1131	0
4463	11374	1
12441	10723	1
1201	48312	1
31045	5599	0
34023	18434	1
52307	16045	0
44847	26565	0
46739	15512	0
37611	34023	1
36845	716	1
24480	9951	1
16903	51328	1
22392	30230	0
2389	1113	0
35144	48312	1
25125	24020	0
50541	25450	0
38095	29560	0
27159	34780	1
36994	50048	0
10220	53066	1
41693	45245	0
36805	53017	1
36735	39268	0
6733	23537	0
25522	51293	0
31256	18361	1
30814	572	1
21613	392	1
2957	28478	1
48980	5509	1
12111	47874	1
51488	43013	0
17523	49830	1
38919	18866	1
7910	39437	0
38398	44077	0
33647	18569	1
23802	11855	0
10565	47459	1
22868	15320	0
51172	9064	1
45921	29630	0
12061	25037	1
10723	18719	1
43047	9674	0
22076	23602	0
39255	24597	1
22373	13996	0
30358	46994	0
29583	3128	0
11467	34023	1
41041	1547	0
51099	29684	0
47308	19101	0
49056	42874	1
24480	19377	1
47662	17019	1
8181	29523	0
3815	37598	0
38150	9071	0
11003	21069	1
8733	41435	1
31383	17791	1
41380	2821	0
26743	29485	1
11709	46443	0
790	41374	1
15901	36197	0
34023	11472	1
34295	31256	1
48935	1444	1
53953	18651	1
30336	10723	1
37198	30286	0
44028	26723	1
38991	38126	1
38126	45344	1
45252	29583	0
1827	13911	0
22267	48700	1
51050	4585	1
42967	4113	1
13705	18810	1
36580	34310	0
855	28756	0
48454	30379	0
18488	10222	0
51328	47749	1
4379	6465	0
17215	4301	0
47610	44184	1
53068	39671	0
28102	46715	1
36302	24657	0
39830	15313	0
458	7559	0
33228	15457	1
6407	44153	0
45490	17838	0
49830	15903	1
6720	21466	0
48835	23938	0
13475	30806	0
31201	4361	0
22144	39294	0
16213	44099	0
45958	45698	1
6804	50496	1
13533	10305	1
1153	14275	0
33213	733	0
24360	12217	1
34023	6606	1
26320	10672	0
45281	46114	1
34612	24635	0
3355	15204	1
4439	36028	0
20096	38052	0
26718	4564	0
50050	18515	0
44215	14032	1
13264	39825	0
47634	26635	0
19624	19946	0
30458	28478	1
50394	28494	1
3490	7507	0
29406	39877	0
49617	3355	1
3368	35793	1
32979	14181	0
8061	27489	1
34521	37002	1
24198	25400	0
48995	52245	0
1231	37673	1
27042	17421	0
15208	10337	0
33970	20445	0
21775	47874	1
48375	16627	1
18651	28478	1
53017	8397	1
33430	10220	1
34023	11957	1
36916	35487	1
35457	38126	1
41499	27350	1
8874	30825	1
3219	18070	0
36143	12267	0
52511	16903	1
50152	34315	0
16962	36349	0
42019	22185	0
728	47636	1
51148	52663	0
43990	25164	0
48180	5832	1
37562	53524	0
15528	33781	0
25147	53215	1
3436	12877	0
10723	22425	1
46237	19297	0
8295	13539	0
23409	15464	0
43903	42370	1
18835	1481	1
30177	17523	1
49667	33430	0
46643	43661	0
3865	29686	0
11339	47343	0
25800	44549	0
24996	19034	1
51388	38126	1
14874	39963	0
41503	3355	1
41956	26615	1
14496	28478	1
42758	48044	0
12288	5178	1
52917	22053	0
35709	24641	0
25266	15253	0
15824	19793	1
44611	19520	0
13654	13456	1
5604	18835	1
44335	14197	0
1900	47021	1
281	28086	0
20154	39255	0
26375	25168	1
18953	34835	0
16844	8511	1
12449	49062	1
25237	18843	0
43283	26623	0
23742	43914	1
19786	24469	1
567	3575	0
1056	26717	0
37142	30825	1
51285	2568	1
33681	51172	1
3867	35799	0
43991	34310	0
24992	5962	0
44394	37944	0
45986	32536	1
35917	28951	1
32385	44549	0
29749	12969	1
41269	50648	1
10723	19528	1
29160	17053	0
1156	18999	1
38126	33488	1
8884	45899	0
44485	24478	0
36379	53447	0
19336	22128	0
47931	44427	0
37761	7595	0
33861	48880	0
16836	13463	1
33595	9185	1
39480	2697	0
9410	53949	0
1885	27663	1
10491	30544	0
36198	18049	0
48503	27534	1
38919	8917	1
37549	39587	0
36815	15755	0
33716	27277	0
28478	17125	1
32536	26240	1
18903	8874	0
